date,plan_description,route_description,total_trail_distance_mi,unique_trail_miles,redundant_miles,redundant_pct,total_trail_elev_gain_ft,unique_trail_elev_gain_ft,redundant_elev_gain_ft,redundant_elev_pct,total_activity_time_min,total_drive_time_min,total_time_min,challenge_target_distance_mi,progress_distance_pct,challenge_target_elevation_ft,progress_elevation_pct,over_target_distance_pct,over_target_elevation_pct,efficiency_distance,efficiency_elevation,num_activities,num_drives,notes,start_trailheads
2024-06-29,"Drive (20.3 min) >> Shane's Trail 2 Loop (Segs: 865; 0.98mi; 148ft; 16.5min) >> Drive (17.2 min) >> Table Rock Quarry Trail 3 Loop (Segs: 1193, 885, 886, 890, 891, 892, 893; 4.17mi; 2126ft; 77.4min) >> Drive (34.8 min) >> Veterans 1 Loop (Segs: 907; 0.73mi; 285ft; 13.1min) >> Drive (10.0 min) >> Veterans 2 Loop (Segs: 908; 0.05mi; 13ft; 0.8min) >> Veterans 3 Loop (Segs: 714, 909; 0.66mi; 213ft; 11.7min) >> Drive (13.5 min) >> Veterans 3 Loop (Segs: 909; 0.23mi; 0ft; 3.7min) >> Stack Rock Connector 2 Loop (Segs: 881; 1.00mi; 564ft; 18.9min)","Route covers Shane's Trail 2, Table Rock Quarry Trail 3, Table Rock Quarry Trail 2, Table Rock Quarry Trail 1, Table Rock Trail 7, Table Rock Trail 6, Table Rock Trail 5, Table Rock Trail 4, Table Rock Trail 5, Table Rock Trail 6, Table Rock Quarry Trail 1, Table Rock Quarry Trail 2, Table Rock Quarry Trail 3, Veterans 1, Veterans 2, Veterans 3, Big Springs 1, Veterans 3, and Stack Rock Connector 2, ~7.8 miles in ~2.4 hours (plus 96 min drive). Difficulty: Hard",7.83,5.51,2.32,29.6,3350.0,2287.0,1063.0,31.7,142.1,95.8,237.9,,,,,,,,,7,5,fits budget; easier day to recover after yesterday’s long run; easier day to recover after yesterday’s long run; easier day to recover after yesterday’s long run; easier day to recover after yesterday’s long run; easier day to recover after yesterday’s long run; easier day to recover after yesterday’s long run; easier day to recover after yesterday’s long run; easier day to recover after yesterday’s long run; easier day to recover after yesterday’s long run; easier day to recover after yesterday’s long run; easier day to recover after yesterday’s long run; easier day to recover after yesterday’s long run,
2024-06-30,"Drive (21.6 min) >> Freestone Ridge 1 Loop (Segs: 786, 898; 5.01mi; 2080ft; 90.6min) >> Drive (29.1 min) >> Cartwright Connector 1 Loop (Segs: 726, 934; 5.41mi; 1129ft; 92.1min) >> Dry Creek Trail 6 Loop (Segs: 761, 762; 4.07mi; 774ft; 69.0min)","Route covers Freestone Ridge 1, Three Bears Trail 2, Freestone Ridge 1, Cartwright Connector 1, Cartwright Ridge 2, Cartwright Connector 1, Dry Creek Trail 6, Dry Creek Trail 5, and Dry Creek Trail 6, ~14.5 miles in ~4.2 hours (plus 51 min drive). Difficulty: Hard (steep start)",14.49,7.24,7.24,50.0,3983.0,1991.0,1991.0,50.0,251.7,50.6,302.4,,,,,,,,,3,2,over budget by 62.4 min; big effort after easier day; big effort after easier day; big effort after easier day; big effort after easier day; big effort after easier day; big effort after easier day; big effort after easier day; big effort after easier day; big effort after easier day; big effort after easier day; big effort after easier day,
2024-07-01,"Drive (23.8 min) >> Scott's Trail 1 Loop (Segs: 719, 739, 858; 7.96mi; 1168ft; 133.2min) >> Drive (29.5 min) >> Around the Mountain Trail 1 Loop (Segs: 707↑; 0.76mi; 387ft; 14.1min) >> Drive (16.3 min) >> Deer Point Trail 1 Loop (Segs: 755; 1.14mi; 600ft; 21.2min) >> Shingle Creek Trail 1 Loop (Segs: 871↑; 4.76mi; 3337ft; 92.8min)","Route covers Scott's Trail 1, Corrals Trail 2, Bob's Trail 3, Corrals Trail 2, Scott's Trail 1, Around the Mountain Trail 1, Deer Point Trail 1, and Shingle Creek Trail 1, ~14.6 miles in ~4.4 hours (plus 70 min drive). Difficulty: Hard (steep finish)",14.62,10.64,3.98,27.2,5492.0,4908.0,584.0,10.6,261.3,69.6,330.9,,,,,,,,,4,3,over budget by 90.9 min,
2024-07-02,"Drive (24.0 min) >> Chukar Butte Trail 2 Loop (Segs: 733, 734; 7.97mi; 3373ft; 144.4min) >> Drive (10.9 min) >> Currant Creek 3 Loop (Segs: 752; 0.96mi; 302ft; 16.8min) >> Drive (11.5 min) >> Currant Creek 1 Loop (Segs: 750; 0.42mi; 184ft; 7.6min) >> Hard Guy Trail 2 Loop (Segs: 793↑; 3.75mi; 1903ft; 69.5min)","Route covers Chukar Butte Trail 2, Chukar Butte Trail 1, Chukar Butte Trail 2, Currant Creek 3, Currant Creek 1, and Hard Guy Trail 2, ~13.1 miles in ~4.0 hours (plus 46 min drive). Difficulty: Hard",13.1,9.11,3.99,30.4,5761.0,4075.0,1686.0,29.3,238.4,46.4,284.8,,,,,,,,,4,3,over budget by 44.8 min,
2024-07-03,"Drive (24.0 min) >> Three Bears Trail 5 Loop (Segs: 900, 901, 911; 6.95mi; 2172ft; 122.1min) >> Drive (38.2 min) >> Red Tail Trail 8 Loop (Segs: 840, 841, 842, 843; 1.31mi; 472ft; 23.4min) >> Drive (14.8 min) >> Red Tail Trail 1 Loop (Segs: 836; 1.02mi; 171ft; 17.2min) >> Shingle Creek Trail 1 Loop (Segs: 760, 871↑; 15.55mi; 7822ft; 288.0min)","Route covers Three Bears Trail 5, Three Bears Trail 4, Watchman Trail 2, Three Bears Trail 5, Red Tail Trail 8, Red Tail Trail 7, Red Tail Trail 6, Red Tail Trail 5, Red Tail Trail 6, Red Tail Trail 7, Red Tail Trail 8, Red Tail Trail 1, Shingle Creek Trail 1, Dry Creek Trail 4, and Shingle Creek Trail 1, ~24.8 miles in ~7.5 hours (plus 77 min drive). Difficulty: Hard (steep finish)",24.84,12.93,11.91,47.9,10636.0,5404.0,5233.0,49.2,450.6,77.1,527.7,,,,,,,,,4,3,over budget by 287.7 min; big effort after easier day; big effort after easier day; big effort after easier day; big effort after easier day; big effort after easier day; big effort after easier day; big effort after easier day; big effort after easier day,
2024-07-04,"Drive (25.3 min) >> Bitterbrush Trail 1 Loop (Segs: 716, 735; 3.02mi; 1175ft; 54.2min) >> Red Tail Trail 4 Loop (Segs: 750, 807, 838, 839; 5.73mi; 3031ft; 106.8min) >> Landslide 1 Loop (Segs: 807; 2.25mi; 1286ft; 42.5min)","Route covers Bitterbrush Trail 1, Chukar Butte Trail 3, Bitterbrush Trail 1, Red Tail Trail 4, Red Tail Trail 3, Currant Creek 1, Landslide 1, Currant Creek 1, and Landslide 1, ~11.0 miles in ~3.4 hours (plus 25 min drive). Difficulty: Hard (steep finish)",11.0,4.54,6.46,58.7,5492.0,2149.0,3343.0,60.9,203.4,25.3,228.7,,,,,,,,,3,1,fits budget; easier day to recover after yesterday’s long run; easier day to recover after yesterday’s long run; easier day to recover after yesterday’s long run; easier day to recover after yesterday’s long run; easier day to recover after yesterday’s long run; easier day to recover after yesterday’s long run; easier day to recover after yesterday’s long run,
2024-07-05,"Drive (26.8 min) >> Hawkins 1 Loop (Segs: 794↑, 795↑, 796↑; 11.26mi; 5072ft; 205.6min)","Route covers Hawkins 1, Hawkins 2, Hawkins 3, Hawkins 2, and Hawkins 1, ~11.3 miles in ~3.4 hours (plus 27 min drive). Difficulty: Hard",11.26,5.63,5.63,50.0,5072.0,2536.0,2536.0,50.0,205.6,26.8,232.4,,,,,,,,,1,1,fits budget,
2024-07-06,"Drive (35.1 min) >> Twisted Spring 1 Loop (Segs: 903, 904, 905; 1.50mi; 289ft; 25.4min) >> Twisted Spring 2 Loop (Segs: 879, 904, 905, 929, 930, 931, 932, 933; 5.34mi; 1010ft; 90.5min) >> Harlow's Hollows 1 Loop (Segs: 928, 932; 2.66mi; 1158ft; 48.4min)","Route covers Twisted Spring 1, Twisted Spring 2, Twisted Spring 3, Twisted Spring 2, Twisted Spring 1, Twisted Spring 2, Twisted Spring 3, Spring Creek 1, Harlow's Hollows 1, Harlow's Hollows Connector 1, Harlow's Hollows 2, Harlow's Hollows 3, Harlow's Hollows 4, Harlow's Hollows 3, Harlow's Hollows 2, Harlow's Hollows Connector 1, Harlow's Hollows 1, and Spring Creek 2, ~9.5 miles in ~2.7 hours (plus 35 min drive). Difficulty: Hard (steep finish)",9.5,5.44,4.06,42.7,2457.0,1660.0,797.0,32.4,164.3,35.1,199.3,,,,,,,,,3,1,fits budget,
2024-07-07,"Drive (35.8 min) >> Whistling Pig 1 Loop (Segs: 872, 912; 2.33mi; 1148ft; 43.0min) >> Drive (13.0 min) >> Ricochet 1 Loop (Segs: 845, 879, 928; 6.22mi; 3255ft; 115.7min)","Route covers Whistling Pig 1, Shooting Range 1, Whistling Pig 1, Ricochet 1, Spring Creek 1, Spring Creek 2, Spring Creek 1, and Ricochet 1, ~8.5 miles in ~2.6 hours (plus 49 min drive). Difficulty: Hard (steep finish)",8.55,4.27,4.27,50.0,4403.0,2201.0,2201.0,50.0,158.8,48.8,207.6,,,,,,,,,2,2,fits budget,
2024-07-08,Drive (37.8 min) >> Sweet Connie Trail 3 Loop (Segs: 884↑; 4.53mi; 2940ft; 87.2min) >> Drive (18.7 min) >> Sunshine XC 1 Loop (Segs: 918↑; 0.87mi; 623ft; 17.0min) >> Drive (14.8 min) >> Around the Mountain Trail 6 Loop (Segs: 1206↑; 1.21mi; 469ft; 21.6min) >> Drive (18.1 min) >> Lodge Trail 1 Loop (Segs: 1205; 0.54mi; 157ft; 9.5min),"Route covers Sweet Connie Trail 3, Sunshine XC 1, Around the Mountain Trail 6, and Lodge Trail 1, ~7.1 miles in ~2.3 hours (plus 89 min drive). Difficulty: Hard (steep start)",7.15,7.15,0.0,0.0,4190.0,4190.0,0.0,0.0,135.3,89.3,224.6,,,,,,,,,4,4,fits budget,
2024-07-09,"Drive (40.8 min) >> Mahalo Trail 1 Loop (Segs: 813; 3.62mi; 1529ft; 65.6min) >> Drive (23.6 min) >> The Face Trail 1 Loop (Segs: 775, 896; 4.54mi; 1214ft; 78.7min) >> Tempest Trail 2 Loop (Segs: 894, 895; 1.63mi; 755ft; 29.8min)","Route covers Mahalo Trail 1, The Face Trail 1, Elk Meadows Trail 2, The Face Trail 1, Tempest Trail 2, and Tempest Trail 1, ~9.8 miles in ~2.9 hours (plus 64 min drive). Difficulty: Hard (steep start)",9.79,6.71,3.08,31.5,3497.0,2513.0,984.0,28.1,174.2,64.4,238.6,,,,,,,,,3,2,fits budget,
2024-07-10,"Drive (42.1 min) >> Around the Mountain Trail 3 Loop (Segs: 709↑, 710↑; 7.40mi; 3268ft; 134.8min) >> Drive (28.3 min) >> Around the Mountain Trail 5 Loop (Segs: 711↑; 0.44mi; 213ft; 8.1min)","Route covers Around the Mountain Trail 3, Around the Mountain Trail 4, Around the Mountain Trail 3, and Around the Mountain Trail 5, ~7.8 miles in ~2.4 hours (plus 70 min drive). Difficulty: Hard",7.84,4.14,3.7,47.2,3481.0,1847.0,1634.0,46.9,142.9,70.4,213.3,,,,,,,,,2,2,fits budget,
Totals,,,272.45,159.46,112.99,41.5,102132.0,62163.0,39969.0,39.1,4859.9,1269.8,6129.7,169.35,94.2,36000.0,172.7,-5.8,183.7,106.2,35.2,,,,
